,player,position,age,team,games,games_started,mins_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
0,Alex Abrines,SG,23,OKC,68,6,15.5,2.0,5.0,0.393,1.4,3.6,0.381,0.6,1.4,0.426,0.531,0.6,0.6,0.898,0.3,1.0,1.3,0.6,0.5,0.1,0.5,1.7,6.0
1,Quincy Acy,PF,26,TOT,38,1,14.7,1.8,4.5,0.412,1.0,2.4,0.411,0.9,2.1,0.413,0.521,1.2,1.2,0.75,0.5,2.5,3.0,0.5,0.4,0.4,0.6,1.8,5.8
2,Quincy Acy,PF,26,DAL,6,0,8.0,0.8,2.8,0.294,0.2,1.2,0.143,0.7,1.7,0.4,0.324,0.3,0.3,0.667,0.3,1.0,1.3,0.0,0.0,0.0,0.3,1.5,2.2
3,Quincy Acy,PF,26,BRK,32,1,15.9,2.0,4.8,0.425,1.1,2.6,0.434,0.9,2.2,0.414,0.542,1.3,1.3,0.754,0.6,2.8,3.3,0.6,0.4,0.5,0.6,1.8,6.5
4,Steven Adams,C,23,OKC,80,80,29.9,4.7,8.2,0.571,0.0,0.0,0.0,4.7,8.2,0.572,0.571,2.0,2.0,0.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,11.3
5,Arron Afflalo,SG,31,SAC,61,45,25.9,3.0,6.9,0.44,1.0,2.5,0.411,2.0,4.4,0.457,0.514,1.4,1.4,0.892,0.1,1.9,2.0,1.3,0.3,0.1,0.7,1.7,8.4
6,Alexis Ajinca,C,28,NOP,39,15,15.0,2.3,4.6,0.5,0.0,0.1,0.0,2.3,4.5,0.511,0.5,0.7,0.7,0.725,1.2,3.4,4.5,0.3,0.5,0.6,0.8,2.0,5.3
7,Cole Aldrich,C,28,MIN,62,0,8.6,0.7,1.4,0.523,0.0,0.0,0.0,0.7,1.4,0.523,0.523,0.2,0.2,0.682,0.8,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7
8,LaMarcus Aldridge,PF,31,SAS,72,72,32.4,6.9,14.6,0.477,0.3,0.8,0.411,6.6,13.8,0.48,0.488,3.1,3.1,0.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3
9,Lavoy Allen,PF,27,IND,61,5,14.3,1.3,2.8,0.458,0.0,0.0,0.0,1.3,2.7,0.461,0.458,0.4,0.4,0.697,1.7,1.9,3.6,0.9,0.3,0.4,0.5,1.3,2.9
10,Tony Allen,SG,35,MEM,71,66,27.0,3.9,8.4,0.461,0.2,0.8,0.278,3.6,7.6,0.479,0.473,1.1,1.1,0.615,2.3,3.2,5.5,1.4,1.6,0.4,1.4,2.5,9.1
11,Al-Farouq Aminu,SF,26,POR,61,25,29.1,3.0,7.6,0.393,1.1,3.5,0.33,1.9,4.2,0.445,0.468,1.6,1.6,0.706,1.3,6.1,7.4,1.6,1.0,0.7,1.5,1.7,8.7
12,Chris Andersen,C,38,CLE,12,0,9.5,0.8,1.8,0.409,0.0,0.3,0.0,0.8,1.6,0.474,0.409,0.8,0.8,0.714,0.8,1.8,2.6,0.4,0.4,0.6,0.4,1.7,2.3
13,Alan Anderson,SF,34,LAC,30,0,10.3,1.0,2.7,0.375,0.5,1.5,0.318,0.5,1.2,0.444,0.463,0.4,0.4,0.75,0.1,0.7,0.8,0.4,0.1,0.0,0.2,1.2,2.9
14,Justin Anderson,SF,23,TOT,75,10,16.4,2.5,5.9,0.424,0.8,2.6,0.299,1.7,3.3,0.522,0.49,1.4,1.4,0.791,0.9,2.3,3.3,0.9,0.5,0.3,0.9,1.5,7.1
15,Justin Anderson,SF,23,DAL,51,2,13.9,2.2,5.4,0.401,0.7,2.4,0.303,1.5,3.0,0.477,0.468,1.4,1.4,0.795,0.8,2.2,2.9,0.6,0.5,0.3,0.8,1.3,6.5
16,Justin Anderson,SF,23,PHI,24,8,21.6,3.1,6.8,0.463,0.9,3.0,0.292,2.3,3.8,0.6,0.528,1.3,1.3,0.78,1.3,2.8,4.0,1.4,0.5,0.3,1.1,1.9,8.5
17,Kyle Anderson,SG,23,SAS,72,14,14.2,1.3,2.9,0.445,0.2,0.6,0.375,1.1,2.3,0.462,0.481,0.6,0.6,0.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4
18,Ryan Anderson,PF,28,HOU,72,72,29.4,4.5,10.7,0.418,2.8,7.0,0.403,1.7,3.7,0.446,0.55,1.8,1.8,0.86,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6
19,Giannis Antetokounmpo,SF,22,MIL,80,80,35.6,8.2,15.7,0.521,0.6,2.3,0.272,7.6,13.5,0.563,0.541,5.9,5.9,0.77,1.8,7.0,8.8,5.4,1.6,1.9,2.9,3.1,22.9
20,Carmelo Anthony,SF,32,NYK,74,74,34.3,8.1,18.8,0.433,2.0,5.7,0.359,6.1,13.1,0.466,0.488,4.1,4.1,0.833,0.8,5.1,5.9,2.9,0.8,0.5,2.1,2.7,22.4
21,Joel Anthony,C,34,SAS,19,0,6.4,0.5,0.8,0.625,0.0,0.0,0.0,0.5,0.8,0.625,0.625,0.3,0.3,0.625,0.4,1.2,1.6,0.2,0.1,0.3,0.2,0.6,1.3
22,Trevor Ariza,SF,31,HOU,80,80,34.7,4.1,10.0,0.409,2.4,6.9,0.344,1.7,3.0,0.556,0.528,1.2,1.2,0.738,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,11.7
23,Darrell Arthur,PF,28,DEN,41,7,15.6,2.3,5.2,0.442,1.3,2.9,0.453,1.0,2.4,0.429,0.565,0.5,0.5,0.864,0.6,2.1,2.7,1.0,0.5,0.5,0.9,1.9,6.4
24,Omer Asik,C,30,NOP,31,19,15.5,1.0,2.1,0.477,0.0,0.0,0.0,1.0,2.1,0.477,0.477,0.7,0.7,0.59,1.5,3.7,5.3,0.5,0.2,0.3,0.5,1.6,2.7
25,D.J. Augustin,PG,29,ORL,78,20,19.7,2.5,6.6,0.377,1.2,3.5,0.347,1.3,3.1,0.412,0.469,1.7,1.7,0.814,0.2,1.3,1.5,2.7,0.4,0.0,1.2,1.3,7.9
26,Luke Babbitt,SF,27,MIA,68,55,15.7,1.7,4.1,0.402,1.3,3.1,0.414,0.4,1.0,0.366,0.557,0.2,0.2,0.733,0.2,1.9,2.1,0.5,0.3,0.2,0.4,1.7,4.8
27,Ron Baker,SG,23,NYK,52,13,16.5,1.6,4.2,0.378,0.4,1.7,0.267,1.1,2.5,0.45,0.431,0.5,0.5,0.651,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1
28,Wade Baldwin,PG,20,MEM,33,1,12.3,1.1,3.5,0.313,0.1,0.7,0.136,1.0,2.8,0.355,0.326,0.9,0.9,0.838,0.3,1.1,1.4,1.8,0.5,0.2,1.2,1.2,3.2
29,Leandro Barbosa,SG,34,PHO,67,0,14.4,2.6,5.9,0.439,0.5,1.5,0.357,2.0,4.4,0.466,0.483,0.6,0.6,0.889,0.2,1.3,1.6,1.2,0.5,0.1,0.7,1.2,6.3
30,J.J. Barea,PG,32,DAL,35,6,22.0,4.1,9.8,0.414,1.5,4.2,0.358,2.5,5.6,0.456,0.491,1.3,1.3,0.863,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,10.9
31,Harrison Barnes,PF,24,DAL,79,79,35.5,7.6,16.2,0.468,1.0,2.8,0.351,6.6,13.4,0.492,0.498,3.1,3.1,0.861,1.2,3.8,5.0,1.5,0.8,0.2,1.3,1.6,19.2
32,Matt Barnes,SF,36,TOT,74,18,24.0,2.5,6.4,0.391,1.2,3.6,0.331,1.3,2.8,0.467,0.483,0.9,0.9,0.787,0.9,4.2,5.2,2.6,0.6,0.4,1.4,2.5,7.1
33,Matt Barnes,SF,36,SAC,54,13,25.3,2.7,7.1,0.384,1.3,3.9,0.327,1.4,3.2,0.453,0.474,0.9,0.9,0.758,1.0,4.4,5.4,2.8,0.7,0.3,1.5,2.6,7.6
34,Matt Barnes,SF,36,GSW,20,5,20.5,1.9,4.5,0.422,0.9,2.6,0.346,1.0,1.9,0.526,0.522,1.0,1.0,0.87,0.8,3.8,4.6,2.3,0.6,0.5,1.2,2.4,5.7
35,Will Barton,SG,26,DEN,60,19,28.4,4.9,11.1,0.443,1.5,3.9,0.37,3.5,7.2,0.483,0.508,2.4,2.4,0.753,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8,13.7
36,Brandon Bass,PF,31,LAC,52,0,11.1,2.1,3.6,0.575,0.0,0.1,0.333,2.0,3.5,0.579,0.578,1.5,1.5,0.875,0.8,1.7,2.5,0.4,0.3,0.2,0.6,0.9,5.6
37,Nicolas Batum,SG,28,CHO,77,77,34.0,5.1,12.7,0.403,1.8,5.3,0.333,3.4,7.4,0.453,0.472,3.2,3.2,0.856,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,15.1
38,Jerryd Bayless,PG,28,PHI,3,1,23.7,3.7,10.7,0.344,0.7,1.7,0.4,3.0,9.0,0.333,0.375,3.0,3.0,0.9,1.0,3.0,4.0,4.3,0.0,0.0,3.0,1.3,11.0
39,Aron Baynes,C,30,DET,75,2,15.5,1.9,3.7,0.513,0.0,0.0,0.0,1.9,3.7,0.513,0.513,1.1,1.1,0.84,1.5,3.0,4.4,0.4,0.2,0.5,0.7,2.2,4.9
40,Kent Bazemore,SF,27,ATL,73,64,26.9,4.0,9.9,0.409,1.3,3.6,0.346,2.8,6.2,0.446,0.473,1.6,1.6,0.708,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11.0
41,Bradley Beal,SG,23,WAS,77,77,34.9,8.3,17.2,0.482,2.9,7.2,0.404,5.4,10.0,0.538,0.566,3.7,3.7,0.825,0.7,2.4,3.1,3.5,1.1,0.3,2.0,2.2,23.1
42,Malik Beasley,SG,20,DEN,22,1,7.5,1.5,3.3,0.452,0.4,1.3,0.321,1.1,2.0,0.533,0.514,0.4,0.4,0.8,0.2,0.5,0.8,0.5,0.3,0.0,0.4,0.5,3.8
43,Michael Beasley,PF,28,MIL,56,6,16.7,3.9,7.3,0.532,0.3,0.8,0.419,3.5,6.5,0.545,0.554,1.4,1.4,0.743,0.7,2.7,3.4,0.9,0.5,0.5,1.2,1.6,9.4
44,Marco Belinelli,SG,30,CHO,74,0,24.0,3.6,8.3,0.429,1.4,3.8,0.36,2.2,4.5,0.488,0.512,2.0,2.0,0.893,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,10.5
45,DeAndre' Bembry,SF,22,ATL,38,1,9.8,1.2,2.6,0.48,0.0,0.5,0.056,1.2,2.1,0.575,0.485,0.2,0.2,0.375,0.4,1.2,1.6,0.7,0.2,0.1,0.4,0.6,2.7
46,Dragan Bender,PF,19,PHO,43,0,13.3,1.3,3.7,0.354,0.7,2.3,0.277,0.7,1.4,0.483,0.441,0.1,0.1,0.364,0.5,1.9,2.4,0.5,0.2,0.5,0.7,1.7,3.4
47,Anthony Bennett,PF,23,BRK,23,1,11.5,1.7,4.0,0.413,0.6,2.1,0.271,1.1,1.9,0.568,0.484,1.1,1.1,0.722,1.1,2.3,3.4,0.5,0.2,0.1,0.5,0.8,5.0
48,Ben Bentil,PF,21,DAL,3,0,3.3,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0
49,Davis Bertans,PF,24,SAS,67,6,12.1,1.5,3.5,0.44,1.0,2.6,0.399,0.5,0.9,0.557,0.588,0.4,0.4,0.824,0.3,1.1,1.5,0.7,0.3,0.4,0.5,1.1,4.5
50,Patrick Beverley,SG,28,HOU,67,67,30.7,3.4,8.1,0.42,1.6,4.3,0.382,1.8,3.8,0.463,0.521,1.1,1.1,0.768,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,9.5
51,Bismack Biyombo,C,24,ORL,81,27,22.1,2.2,4.2,0.528,0.0,0.0,0.0,2.2,4.2,0.528,0.528,1.5,1.5,0.534,1.9,5.1,7.0,0.9,0.3,1.1,1.2,2.5,6.0
52,Nemanja Bjelica,PF,28,MIN,65,1,18.3,2.3,5.5,0.424,0.9,2.7,0.316,1.5,2.8,0.531,0.503,0.7,0.7,0.738,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2
53,Tarik Black,C,25,LAL,67,16,16.3,2.2,4.4,0.51,0.0,0.0,0.5,2.2,4.4,0.51,0.512,1.2,1.2,0.752,2.1,3.0,5.1,0.6,0.4,0.7,0.9,2.6,5.7
54,Eric Bledsoe,PG,27,PHO,66,66,33.0,6.8,15.7,0.434,1.6,4.7,0.335,5.2,11.0,0.477,0.485,5.9,5.9,0.847,0.8,4.1,4.8,6.3,1.4,0.5,3.4,2.5,21.1
55,Bojan Bogdanovic,SF,27,TOT,81,54,25.7,4.6,10.4,0.445,1.8,4.8,0.367,2.9,5.6,0.512,0.53,2.7,2.7,0.893,0.5,3.0,3.4,1.4,0.4,0.1,1.6,1.8,13.7
56,Bojan Bogdanovic,SF,27,BRK,55,54,26.9,4.9,11.1,0.44,1.8,5.0,0.357,3.1,6.1,0.509,0.521,2.7,2.7,0.874,0.4,3.2,3.6,1.6,0.4,0.1,1.7,1.8,14.2
57,Bojan Bogdanovic,SF,27,WAS,26,0,23.1,4.1,9.0,0.457,1.7,4.4,0.391,2.4,4.6,0.521,0.553,2.7,2.7,0.934,0.5,2.5,3.1,0.8,0.4,0.2,1.5,1.8,12.7
58,Andrew Bogut,C,32,TOT,27,21,21.6,1.4,3.0,0.469,0.0,0.0,0.0,1.4,3.0,0.475,0.469,0.1,0.1,0.273,2.1,6.0,8.1,1.8,0.5,0.9,1.6,3.2,2.9
59,Andrew Bogut,C,32,DAL,26,21,22.4,1.5,3.1,0.469,0.0,0.0,0.0,1.5,3.1,0.475,0.469,0.1,0.1,0.273,2.2,6.2,8.4,1.9,0.5,1.0,1.7,3.2,3.0
60,Andrew Bogut,C,32,CLE,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
61,Joel Bolomboy,PF,23,UTA,12,0,4.4,0.8,1.3,0.563,0.1,0.3,0.25,0.7,1.0,0.667,0.594,0.3,0.3,0.5,0.3,1.1,1.4,0.2,0.1,0.2,0.2,0.1,1.8
62,Devin Booker,SG,20,PHO,78,78,35.0,7.8,18.3,0.423,1.9,5.2,0.363,5.9,13.2,0.447,0.475,4.7,4.7,0.832,0.6,2.6,3.2,3.4,0.9,0.3,3.1,3.1,22.1
63,Trevor Booker,PF,29,BRK,71,43,24.7,4.3,8.3,0.516,0.4,1.1,0.321,3.9,7.2,0.546,0.537,1.0,1.0,0.673,2.0,6.0,8.0,1.9,1.1,0.4,1.8,2.1,10.0
64,Avery Bradley,SG,26,BOS,55,55,33.4,6.5,14.1,0.463,2.0,5.0,0.39,4.6,9.1,0.504,0.533,1.2,1.2,0.731,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,16.3
65,Corey Brewer,SF,30,TOT,82,11,15.6,1.8,4.2,0.422,0.3,1.4,0.229,1.5,2.8,0.522,0.461,0.6,0.6,0.735,0.4,1.6,2.0,1.2,0.7,0.2,0.7,1.6,4.5
66,Corey Brewer,SF,30,HOU,58,8,15.9,1.6,3.9,0.414,0.4,1.6,0.234,1.2,2.3,0.541,0.463,0.6,0.6,0.727,0.4,1.6,2.0,1.1,0.6,0.2,0.6,1.8,4.2
67,Corey Brewer,SF,30,LAL,24,3,14.9,2.2,5.0,0.438,0.2,1.0,0.208,2.0,4.0,0.495,0.459,0.8,0.8,0.75,0.5,1.7,2.2,1.5,1.0,0.3,0.8,1.2,5.4
68,Malcolm Brogdon,SG,24,MIL,75,28,26.4,3.9,8.5,0.457,1.0,2.6,0.404,2.8,5.9,0.48,0.518,1.5,1.5,0.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2
69,Aaron Brooks,PG,32,IND,65,0,13.8,1.9,4.6,0.403,0.7,2.0,0.375,1.1,2.6,0.424,0.483,0.5,0.5,0.8,0.3,0.8,1.1,1.9,0.4,0.1,1.0,1.4,5.0
70,Anthony Brown,SF,24,TOT,11,0,14.5,1.6,4.5,0.36,0.6,2.5,0.259,1.0,2.1,0.478,0.43,0.0,0.0,0.0,0.7,2.3,3.0,0.7,0.5,0.1,0.5,1.4,3.9
71,Anthony Brown,SF,24,NOP,9,0,15.9,1.6,4.6,0.341,0.7,2.7,0.25,0.9,1.9,0.471,0.415,0.0,0.0,0.0,0.7,2.2,2.9,0.7,0.6,0.1,0.6,1.4,3.8
72,Anthony Brown,SF,24,ORL,2,0,8.0,2.0,4.5,0.444,0.5,1.5,0.333,1.5,3.0,0.5,0.5,0.0,0.0,0.0,1.0,2.5,3.5,1.0,0.0,0.0,0.5,1.0,4.5
73,Bobby Brown,PG,32,HOU,25,0,4.9,0.9,2.4,0.383,0.6,1.4,0.4,0.4,1.0,0.36,0.5,0.1,0.1,1.0,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,2.5
74,Jaylen Brown,SF,20,BOS,78,20,17.2,2.5,5.4,0.454,0.6,1.7,0.341,1.9,3.7,0.507,0.508,1.1,1.1,0.685,0.6,2.2,2.8,0.8,0.4,0.2,0.9,1.8,6.6
75,Nicolas Brussino,SF,23,DAL,54,2,9.6,1.0,2.6,0.369,0.5,1.8,0.305,0.4,0.9,0.5,0.472,0.3,0.3,0.773,0.5,1.3,1.8,0.9,0.3,0.1,0.5,0.8,2.8
76,Reggie Bullock,SF,25,DET,31,5,15.1,1.7,4.1,0.422,0.9,2.4,0.384,0.8,1.8,0.473,0.531,0.2,0.2,0.714,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,4.5
77,Trey Burke,PG,24,WAS,57,0,12.3,2.0,4.5,0.455,0.5,1.2,0.443,1.5,3.2,0.459,0.516,0.4,0.4,0.759,0.1,0.7,0.8,1.8,0.2,0.1,0.8,0.9,5.0
78,Alec Burks,SG,25,UTA,42,0,15.5,2.4,5.9,0.399,0.6,1.8,0.329,1.8,4.1,0.43,0.45,1.4,1.4,0.769,0.4,2.5,2.9,0.7,0.4,0.1,0.8,1.2,6.7
79,Jimmy Butler,SF,27,CHI,76,75,37.0,7.5,16.5,0.455,1.2,3.3,0.367,6.3,13.2,0.477,0.492,7.7,7.7,0.865,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,23.9
80,Bruno Caboclo,SF,21,TOR,9,0,4.4,0.7,1.8,0.375,0.2,0.7,0.333,0.4,1.1,0.4,0.438,0.0,0.0,0.0,0.6,0.6,1.1,0.4,0.2,0.1,0.2,0.4,1.6
81,Jose Calderon,PG,35,TOT,41,13,13.1,1.3,3.3,0.41,0.5,1.6,0.313,0.9,1.7,0.5,0.485,0.3,0.3,0.917,0.4,1.4,1.8,2.1,0.3,0.0,1.0,0.9,3.4
82,Jose Calderon,PG,35,LAL,24,11,12.2,1.3,3.2,0.416,0.5,1.4,0.353,0.8,1.8,0.465,0.494,0.2,0.2,1.0,0.3,1.4,1.8,2.1,0.3,0.0,1.1,0.9,3.3
83,Jose Calderon,PG,35,ATL,17,2,14.5,1.4,3.4,0.404,0.5,1.8,0.267,0.9,1.6,0.556,0.474,0.4,0.4,0.875,0.4,1.5,1.9,2.2,0.2,0.0,0.9,0.8,3.6
84,Kentavious Caldwell-Pope,SG,23,DET,76,75,33.3,4.9,12.2,0.399,2.0,5.8,0.35,2.9,6.5,0.442,0.481,2.0,2.0,0.832,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,13.8
85,Isaiah Canaan,SG,25,CHI,39,0,15.2,1.6,4.4,0.364,0.6,2.4,0.266,1.0,2.0,0.481,0.436,0.8,0.8,0.909,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,4.6
86,Clint Capela,C,22,HOU,65,59,23.9,5.6,8.7,0.643,0.0,0.0,0.0,5.6,8.7,0.643,0.643,1.4,1.4,0.531,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8,12.6
87,DeMarre Carroll,SF,30,TOR,72,72,26.1,3.1,7.6,0.4,1.5,4.4,0.341,1.5,3.2,0.483,0.499,1.2,1.2,0.761,0.9,2.9,3.8,1.0,1.1,0.4,0.8,2.0,8.9
88,Vince Carter,SF,40,MEM,73,15,24.6,2.6,6.7,0.394,1.5,4.1,0.378,1.1,2.7,0.418,0.508,1.2,1.2,0.765,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,8.0
89,Michael Carter-Williams,PG,25,CHI,45,19,18.8,2.5,6.8,0.366,0.3,1.4,0.234,2.2,5.4,0.401,0.391,1.3,1.3,0.753,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,6.6
90,Omri Casspi,SF,28,TOT,36,2,17.9,2.1,4.6,0.47,0.4,1.2,0.349,1.7,3.4,0.512,0.515,0.5,0.5,0.586,0.8,2.4,3.1,1.0,0.6,0.1,0.8,1.4,5.2
91,Omri Casspi,SF,28,SAC,22,2,18.0,2.4,5.3,0.453,0.5,1.3,0.379,1.9,4.0,0.477,0.5,0.5,0.5,0.571,0.9,3.2,4.1,1.2,0.5,0.0,0.8,1.0,5.9
92,Omri Casspi,SF,28,NOP,1,0,24.0,5.0,9.0,0.556,2.0,4.0,0.5,3.0,5.0,0.6,0.667,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,12.0
93,Omri Casspi,SF,28,MIN,13,0,17.1,1.5,2.9,0.5,0.2,0.8,0.2,1.3,2.2,0.607,0.526,0.4,0.4,0.625,0.5,1.1,1.5,0.8,1.0,0.2,0.8,1.8,3.5
94,Willie Cauley-Stein,C,23,SAC,75,21,18.9,3.4,6.4,0.53,0.0,0.0,0.0,3.4,6.4,0.532,0.53,1.3,1.3,0.669,1.1,3.4,4.5,1.1,0.7,0.6,0.9,2.0,8.1
95,Tyson Chandler,C,34,PHO,47,46,27.6,3.3,4.9,0.671,0.0,0.0,0.0,3.3,4.9,0.671,0.671,1.9,1.9,0.734,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,8.4
96,Wilson Chandler,SF,29,DEN,71,33,30.9,6.1,13.2,0.461,1.5,4.6,0.337,4.5,8.6,0.527,0.52,2.0,2.0,0.727,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4,15.7
97,Marquese Chriss,PF,19,PHO,82,75,21.3,3.5,7.7,0.449,0.9,2.7,0.321,2.6,5.0,0.52,0.506,1.4,1.4,0.624,1.2,3.1,4.2,0.7,0.8,0.9,1.3,3.2,9.2
98,Rakeem Christmas,PF,25,IND,29,0,7.6,0.7,1.5,0.442,0.0,0.0,0.0,0.7,1.5,0.442,0.442,0.7,0.7,0.724,0.9,1.0,1.9,0.1,0.1,0.2,0.3,1.3,2.0
99,Semaj Christon,PG,24,OKC,64,1,15.2,1.2,3.5,0.345,0.2,1.0,0.19,1.0,2.5,0.406,0.372,0.3,0.3,0.548,0.3,1.1,1.4,2.0,0.4,0.1,0.7,1.2,2.9
100,Ian Clark,SG,25,GSW,77,0,14.8,2.7,5.6,0.487,0.8,2.1,0.374,1.9,3.5,0.556,0.558,0.6,0.6,0.759,0.3,1.3,1.6,1.2,0.5,0.1,0.7,1.0,6.8
101,Jordan Clarkson,SG,24,LAL,82,19,29.2,5.8,13.1,0.445,1.4,4.3,0.329,4.4,8.7,0.503,0.5,1.6,1.6,0.798,0.6,2.4,3.0,2.6,1.1,0.1,2.0,1.8,14.7
102,Norris Cole,PG,28,OKC,13,0,9.6,1.2,4.0,0.308,0.2,1.0,0.231,1.0,3.0,0.333,0.337,0.6,0.6,0.8,0.0,0.8,0.8,1.1,0.6,0.0,0.5,1.4,3.3
103,Darren Collison,PG,29,SAC,68,64,30.3,5.0,10.5,0.476,1.1,2.6,0.417,3.9,7.9,0.495,0.527,2.2,2.2,0.86,0.3,1.9,2.2,4.6,1.0,0.1,1.7,1.8,13.2
104,Nick Collison,PF,36,OKC,20,0,6.4,0.7,1.2,0.609,0.0,0.1,0.0,0.7,1.1,0.636,0.609,0.3,0.3,0.625,0.5,1.1,1.6,0.6,0.1,0.1,0.2,0.9,1.7
105,Mike Conley,PG,29,MEM,69,68,33.2,6.7,14.6,0.46,2.5,6.1,0.408,4.2,8.6,0.497,0.545,4.6,4.6,0.859,0.4,3.0,3.5,6.3,1.3,0.3,2.3,1.8,20.5
106,Pat Connaughton,SG,24,POR,39,1,8.1,0.9,1.8,0.514,0.4,0.8,0.515,0.5,1.0,0.513,0.632,0.2,0.2,0.778,0.3,1.1,1.3,0.7,0.2,0.1,0.4,0.6,2.5
107,Quinn Cook,PG,23,TOT,14,0,13.4,2.4,4.7,0.5,0.8,1.9,0.423,1.6,2.9,0.55,0.583,0.1,0.1,0.4,0.1,0.4,0.5,1.9,0.3,0.0,0.9,0.9,5.6
108,Quinn Cook,PG,23,DAL,5,0,15.4,2.2,5.0,0.44,1.0,2.8,0.357,1.2,2.2,0.545,0.54,0.0,0.0,0.0,0.0,0.6,0.6,2.4,0.2,0.0,1.6,1.2,5.4
109,Quinn Cook,PG,23,NOP,9,0,12.3,2.4,4.6,0.537,0.7,1.3,0.5,1.8,3.2,0.552,0.61,0.2,0.2,0.667,0.1,0.3,0.4,1.6,0.3,0.0,0.6,0.8,5.8
110,DeMarcus Cousins,C,26,TOT,72,72,34.2,9.0,19.9,0.452,1.8,5.0,0.361,7.2,14.8,0.483,0.498,7.2,7.2,0.772,2.1,8.9,11.0,4.6,1.4,1.3,3.7,3.9,27.0
111,DeMarcus Cousins,C,26,SAC,55,55,34.4,9.2,20.3,0.452,1.7,4.9,0.356,7.5,15.5,0.482,0.494,7.7,7.7,0.77,2.1,8.5,10.6,4.8,1.4,1.3,3.8,3.7,27.8
112,DeMarcus Cousins,C,26,NOP,17,17,33.8,8.4,18.5,0.452,2.1,5.6,0.375,6.2,12.8,0.486,0.51,5.5,5.5,0.777,2.2,10.2,12.4,3.9,1.5,1.1,3.6,4.4,24.4
113,Robert Covington,SF,26,PHI,67,67,31.6,4.4,10.9,0.399,2.0,6.1,0.333,2.3,4.8,0.484,0.492,2.1,2.1,0.822,1.4,5.1,6.5,1.5,1.9,1.0,2.0,3.0,12.9
114,Allen Crabbe,SG,24,POR,79,7,28.5,3.8,8.2,0.468,1.7,3.8,0.444,2.1,4.4,0.49,0.572,1.3,1.3,0.847,0.2,2.6,2.9,1.2,0.7,0.3,0.8,2.2,10.7
115,Jamal Crawford,SG,36,LAC,82,1,26.3,4.4,10.6,0.413,1.4,3.9,0.36,3.0,6.7,0.443,0.479,2.1,2.1,0.857,0.2,1.4,1.6,2.6,0.7,0.2,1.6,1.4,12.3
116,Jordan Crawford,SG,28,NOP,19,0,23.3,5.5,11.5,0.482,1.9,5.0,0.389,3.6,6.5,0.553,0.567,1.1,1.1,0.769,0.2,1.6,1.8,3.0,0.6,0.1,1.3,1.6,14.1
117,Jae Crowder,SF,26,BOS,72,72,32.4,4.6,10.0,0.463,2.2,5.5,0.398,2.4,4.5,0.54,0.572,2.4,2.4,0.811,0.7,5.1,5.8,2.2,1.0,0.3,1.1,2.2,13.9
118,Dante Cunningham,SF,29,NOP,66,35,25.0,2.6,5.4,0.485,1.1,2.7,0.392,1.6,2.7,0.579,0.584,0.2,0.2,0.593,0.8,3.3,4.2,0.6,0.6,0.4,0.4,1.5,6.6
